Date,NAV,Scheme_Code
2013-10-07,13.6097,118632
2013-10-08,13.6174,118632
2013-10-09,13.7175,118632
2013-10-10,13.7388,118632
2013-10-11,13.9215,118632
2013-10-14,13.9362,118632
2013-10-15,13.8854,118632
2013-10-17,13.7852,118632
2013-10-18,14.0524,118632
2013-10-21,14.1188,118632
2013-10-22,14.115,118632
2013-10-23,14.0597,118632
2013-10-24,14.0033,118632
2013-10-25,13.95,118632
2013-10-28,13.8624,118632
2013-10-29,14.119,118632
2013-10-30,14.2056,118632
2013-10-31,14.3413,118632
2013-11-01,14.4273,118632
2013-11-05,14.4377,118632
2013-11-06,14.4002,118632
2013-11-07,14.28,118632
2013-11-08,14.182,118632
2013-11-11,14.0904,118632
2013-11-12,14.0191,118632
2013-11-13,13.9225,118632
2013-11-14,14.1196,118632
2013-11-18,14.3228,118632
2013-11-19,14.3778,118632
2013-11-20,14.1819,118632
2013-11-21,13.9415,118632
2013-11-22,13.9552,118632
2013-11-25,14.1929,118632
2013-11-26,14.0636,118632
2013-11-27,14.0241,118632
2013-11-28,14.1461,118632
2013-11-29,14.3277,118632
2013-12-02,14.4415,118632
2013-12-03,14.469,118632
2013-12-04,14.408,118632
2013-12-05,14.5651,118632
2013-12-06,14.6049,118632
2013-12-09,14.8292,118632
2013-12-10,14.7766,118632
2013-12-11,14.72,118632
2013-12-12,14.6114,118632
2013-12-13,14.4293,118632
2013-12-16,14.5314,118632
2013-12-17,14.5878,118632
2013-12-18,14.7942,118632
2013-12-19,14.7525,118632
2013-12-20,14.9808,118632
2013-12-23,15.0236,118632
2013-12-24,15.0519,118632
2013-12-26,15.0569,118632
2013-12-27,15.1338,118632
2013-12-30,15.058,118632
2013-12-31,15.1634,118632
2014-01-01,15.1641,118632
2014-01-02,14.9258,118632
2014-01-03,14.9541,118632
2014-01-06,14.9235,118632
2014-01-07,14.856,118632
2014-01-08,14.8357,118632
2014-01-09,14.7928,118632
2014-01-10,14.7676,118632
2014-01-13,14.9695,118632
2014-01-14,14.8923,118632
2014-01-15,15.0219,118632
2014-01-16,15.0355,118632
2014-01-17,14.8613,118632
2014-01-20,15.0026,118632
2014-01-21,15.0291,118632
2014-01-22,15.111,118632
2014-01-23,15.0994,118632
2014-01-24,14.9307,118632
2014-01-27,14.6153,118632
2014-01-28,14.531,118632
2014-01-29,14.5958,118632
2014-01-30,14.4573,118632
2014-01-31,14.6318,118632
2014-02-03,14.4507,118632
2014-02-04,14.465,118632
2014-02-05,14.4861,118632
2014-02-06,14.4906,118632
2014-02-07,14.5266,118632
2014-02-10,14.4875,118632
2014-02-11,14.5698,118632
2014-02-12,14.6409,118632
2014-02-13,14.4582,118632
2014-02-14,14.5321,118632
2014-02-17,14.5667,118632
2014-02-18,14.7053,118632
2014-02-19,14.8192,118632
2014-02-20,14.7635,118632
2014-02-21,14.9225,118632
2014-02-24,15.0174,118632
2014-02-25,15.0578,118632
2014-02-26,15.1423,118632
2014-02-28,15.2367,118632
2014-03-03,15.108,118632
2014-03-04,15.3215,118632
2014-03-05,15.4493,118632
2014-03-06,15.624,118632
2014-03-07,15.7893,118632
2014-03-10,15.8336,118632
2014-03-11,15.7797,118632
2014-03-12,15.775,118632
2014-03-13,15.7414,118632
2014-03-14,15.7305,118632
2014-03-18,15.856,118632
2014-03-19,15.8849,118632
2014-03-20,15.7631,118632
2014-03-21,15.8077,118632
2014-03-24,15.9637,118632
2014-03-25,16.0131,118632
2014-03-26,16.0209,118632
2014-03-27,16.1047,118632
2014-03-28,16.295,118632
2014-03-31,16.4337,118632
2014-04-01,16.3998,118632
2014-04-02,16.5762,118632
2014-04-03,16.5041,118632
2014-04-04,16.4255,118632
2014-04-07,16.4194,118632
2014-04-09,16.636,118632
2014-04-10,16.6791,118632
2014-04-11,16.5678,118632
2014-04-15,16.4793,118632
2014-04-16,16.2824,118632
2014-04-17,16.5079,118632
2014-04-21,16.6546,118632
2014-04-22,16.6901,118632
2014-04-23,16.755,118632
2014-04-25,16.6603,118632
2014-04-28,16.643,118632
2014-04-29,16.4949,118632
2014-04-30,16.4493,118632
2014-05-02,16.4055,118632
2014-05-05,16.4094,118632
2014-05-06,16.4314,118632
2014-05-07,16.3084,118632
2014-05-08,16.3463,118632
2014-05-09,16.7704,118632
2014-05-12,17.0811,118632
2014-05-13,17.3691,118632
2014-05-14,17.3858,118632
2014-05-15,17.2971,118632
2014-05-16,17.7003,118632
2014-05-19,18.0749,118632
2014-05-20,18.2096,118632
2014-05-21,18.284,118632
2014-05-22,18.4562,118632
2014-05-23,18.7953,118632
2014-05-26,18.7217,118632
2014-05-27,18.6606,118632
2014-05-28,18.7759,118632
2014-05-29,18.5928,118632
2014-05-30,18.4698,118632
2014-06-02,18.8857,118632
2014-06-03,18.9956,118632
2014-06-04,19.0685,118632
2014-06-05,19.3489,118632
2014-06-06,19.5433,118632
2014-06-09,19.765,118632
2014-06-10,19.7891,118632
2014-06-11,19.7583,118632
2014-06-12,19.8035,118632
2014-06-13,19.5601,118632
2014-06-16,19.5086,118632
2014-06-17,19.7723,118632
2014-06-18,19.6428,118632
2014-06-19,19.5007,118632
2014-06-20,19.4017,118632
2014-06-23,19.4828,118632
2014-06-24,19.6679,118632
2014-06-25,19.6921,118632
2014-06-26,19.5981,118632
2014-06-27,19.7392,118632
2014-06-30,20.1124,118632
2014-07-01,20.2354,118632
2014-07-02,20.4426,118632
2014-07-03,20.5302,118632
2014-07-04,20.5459,118632
2014-07-07,20.5836,118632
2014-07-08,20.0262,118632
2014-07-09,19.7643,118632
2014-07-10,19.7887,118632
2014-07-11,19.4787,118632
2014-07-14,19.42,118632
2014-07-15,19.7704,118632
2014-07-16,20.0502,118632
2014-07-17,20.13,118632
2014-07-18,20.1216,118632
2014-07-21,20.1456,118632
2014-07-22,20.1828,118632
2014-07-23,20.2631,118632
2014-07-24,20.3446,118632
2014-07-25,20.1615,118632
2014-07-28,20.0988,118632
2014-07-30,20.062,118632
2014-07-31,19.9239,118632
2014-08-01,19.7328,118632
2014-08-04,20.0161,118632
2014-08-05,20.1673,118632
2014-08-06,20.0311,118632
2014-08-07,19.9777,118632
2014-08-08,19.6787,118632
2014-08-11,19.7947,118632
2014-08-12,19.9321,118632
2014-08-13,19.9797,118632
2014-08-14,20.0711,118632
2014-08-18,20.3665,118632
2014-08-19,20.5276,118632
2014-08-20,20.5059,118632
2014-08-21,20.6579,118632
2014-08-22,20.7944,118632
2014-08-25,20.7768,118632
2014-08-26,20.714,118632
2014-08-27,20.8028,118632
2014-08-28,20.8633,118632
2014-09-01,21.1961,118632
2014-09-02,21.2769,118632
2014-09-03,21.4935,118632
2014-09-04,21.4261,118632
2014-09-05,21.5339,118632
2014-09-08,21.8269,118632
2014-09-09,21.8095,118632
2014-09-10,21.6806,118632
2014-09-11,21.8595,118632
2014-09-12,21.8769,118632
2014-09-15,21.882,118632
2014-09-16,21.3963,118632
2014-09-17,21.4862,118632
2014-09-18,21.9147,118632
2014-09-19,21.8276,118632
2014-09-22,21.8568,118632
2014-09-23,21.5175,118632
2014-09-24,21.3659,118632
2014-09-25,21.0385,118632
2014-09-26,21.3035,118632
2014-09-29,21.3504,118632
2014-09-30,21.3925,118632
2014-10-01,21.2853,118632
2014-10-07,21.0501,118632
2014-10-08,20.9858,118632
2014-10-09,21.3712,118632
2014-10-10,21.1257,118632
2014-10-13,21.2817,118632
2014-10-14,21.2408,118632
2014-10-16,20.9038,118632
2014-10-17,21.0171,118632
2014-10-20,21.353,118632
2014-10-21,21.5918,118632
2014-10-22,21.8551,118632
2014-10-27,21.8616,118632
2014-10-28,21.996,118632
2014-10-29,22.1388,118632
2014-10-30,22.347,118632
2014-10-31,22.7578,118632
2014-11-03,22.7017,118632
2014-11-05,22.794,118632
2014-11-07,22.8806,118632
2014-11-10,22.8659,118632
2014-11-11,23.0631,118632
2014-11-12,23.1128,118632
2014-11-13,23.0467,118632
2014-11-14,23.1963,118632
2014-11-17,23.3364,118632
2014-11-18,23.4951,118632
2014-11-19,23.3673,118632
2014-11-20,23.3456,118632
2014-11-21,23.5458,118632
2014-11-24,23.6832,118632
2014-11-25,23.5233,118632
2014-11-26,23.5148,118632
2014-11-27,23.601,118632
2014-11-28,23.9915,118632
2014-12-01,24.0141,118632
2014-12-02,23.9993,118632
2014-12-03,24.2533,118632
2014-12-04,24.3271,118632
2014-12-05,24.1536,118632
2014-12-08,23.7779,118632
2014-12-09,23.4637,118632
2014-12-10,23.5379,118632
2014-12-11,23.4096,118632
2014-12-12,23.2532,118632
2014-12-15,23.1125,118632
2014-12-16,22.6709,118632
2014-12-17,22.5613,118632
2014-12-18,23.0164,118632
2014-12-19,23.1536,118632
2014-12-22,23.3659,118632
2014-12-23,23.2479,118632
2014-12-24,23.1541,118632
2014-12-26,23.2489,118632
2014-12-29,23.4536,118632
2014-12-30,23.5498,118632
2014-12-31,23.6095,118632
2015-01-01,23.6528,118632
2015-01-02,23.8685,118632
2015-01-05,23.9306,118632
2015-01-06,23.2978,118632
2015-01-07,23.1888,118632
2015-01-08,23.5557,118632
2015-01-09,23.6919,118632
2015-01-12,23.8558,118632
2015-01-13,23.8283,118632
2015-01-14,23.7675,118632
2015-01-15,24.2222,118632
2015-01-16,24.317,118632
2015-01-19,24.5131,118632
2015-01-20,24.6911,118632
2015-01-21,24.7599,118632
2015-01-22,24.8819,118632
2015-01-23,25.0677,118632
2015-01-27,25.3339,118632
2015-01-28,25.421,118632
2015-01-29,25.385,118632
2015-01-30,25.0624,118632
2015-02-02,25.1129,118632
2015-02-03,25.0832,118632
2015-02-04,24.9246,118632
2015-02-05,24.8215,118632
2015-02-06,24.5556,118632
2015-02-09,24.2059,118632
2015-02-10,24.3834,118632
2015-02-11,24.5886,118632
2015-02-12,24.9342,118632
2015-02-13,25.2094,118632
2015-02-16,25.142,118632
2015-02-18,25.3552,118632
2015-02-19,25.4505,118632
2015-02-20,25.3486,118632
2015-02-23,25.1001,118632
2015-02-24,25.0551,118632
2015-02-25,25.0647,118632
2015-02-26,24.7007,118632
2015-02-27,25.1922,118632
2015-03-02,25.8113,118632
2015-03-03,25.8821,118632
2015-03-04,25.7662,118632
2015-03-05,25.7857,118632
2015-03-09,25.3653,118632
2015-03-10,25.2727,118632
2015-03-11,25.1691,118632
2015-03-12,25.4292,118632
2015-03-13,24.9985,118632
2015-03-16,24.9966,118632
2015-03-17,25.2614,118632
2015-03-18,25.1868,118632
2015-03-19,25.0654,118632
2015-03-20,24.8457,118632
2015-03-23,24.6014,118632
2015-03-24,24.5289,118632
2015-03-25,24.601,118632
2015-03-26,24.1744,118632
2015-03-27,24.2816,118632
2015-03-30,24.7205,118632
2015-03-31,24.8173,118632
2015-04-01,24.9774,118632
2015-04-06,25.1357,118632
2015-04-07,25.0988,118632
2015-04-08,25.3594,118632
2015-04-09,25.4355,118632
2015-04-10,25.4342,118632
2015-04-13,25.4607,118632
2015-04-15,25.2197,118632
2015-04-16,25.0457,118632
2015-04-17,24.7472,118632
2015-04-20,24.3175,118632
2015-04-21,24.2302,118632
2015-04-22,24.2623,118632
2015-04-23,24.1274,118632
2015-04-24,23.807,118632
2015-04-27,23.6176,118632
2015-04-28,23.9604,118632
2015-04-29,23.9581,118632
2015-04-30,23.8871,118632
2015-05-04,24.2991,118632
2015-05-05,24.2251,118632
2015-05-06,23.4804,118632
2015-05-07,23.2601,118632
2015-05-08,23.5699,118632
2015-05-11,23.9045,118632
2015-05-12,23.3741,118632
2015-05-13,23.7317,118632
2015-05-14,23.8744,118632
2015-05-15,23.9606,118632
2015-05-18,24.2303,118632
2015-05-19,24.2613,118632
2015-05-20,24.3303,118632
2015-05-21,24.4188,118632
2015-05-22,24.4413,118632
2015-05-25,24.3027,118632
2015-05-26,24.2644,118632
2015-05-27,24.3084,118632
2015-05-28,24.3028,118632
2015-05-29,24.5983,118632
2015-06-01,24.5501,118632
2015-06-02,24.0843,118632
2015-06-03,23.7295,118632
2015-06-04,23.8115,118632
2015-06-05,23.7208,118632
2015-06-08,23.48,118632
2015-06-09,23.4042,118632
2015-06-10,23.7336,118632
2015-06-11,23.2339,118632
2015-06-12,23.2541,118632
2015-06-15,23.3314,118632
2015-06-16,23.422,118632
2015-06-17,23.6298,118632
2015-06-18,23.9182,118632
2015-06-19,23.9869,118632
2015-06-22,24.314,118632
2015-06-23,24.4327,118632
2015-06-24,24.3374,118632
2015-06-25,24.4484,118632
2015-06-26,24.4435,118632
2015-06-29,24.1628,118632
2015-06-30,24.3172,118632
2015-07-01,24.6845,118632
2015-07-02,24.7617,118632
2015-07-03,24.8297,118632
2015-07-06,24.989,118632
2015-07-07,24.98,118632
2015-07-08,24.7241,118632
2015-07-09,24.6404,118632
2015-07-10,24.8298,118632
2015-07-13,25.1261,118632
2015-07-14,25.0818,118632
2015-07-15,25.215,118632
2015-07-16,25.4921,118632
2015-07-17,25.5135,118632
2015-07-20,25.486,118632
2015-07-21,25.2492,118632
2015-07-22,25.5973,118632
2015-07-23,25.6279,118632
2015-07-24,25.3293,118632
2015-07-27,24.8146,118632
2015-07-28,24.8213,118632
2015-07-29,25.0338,118632
2015-07-30,25.1135,118632
2015-07-31,25.3581,118632
2015-08-03,25.3743,118632
2015-08-04,25.3628,118632
2015-08-05,25.5498,118632
2015-08-06,25.7285,118632
2015-08-07,25.6753,118632
2015-08-10,25.5996,118632
2015-08-11,25.3892,118632
2015-08-12,24.9941,118632
2015-08-13,25.0586,118632
2015-08-14,25.5171,118632
2015-08-17,25.4857,118632
2015-08-18,25.5622,118632
2015-08-19,25.7371,118632
2015-08-20,25.25,118632
2015-08-21,25.0656,118632
2015-08-24,23.407,118632
2015-08-25,23.8135,118632
2015-08-26,23.6063,118632
2015-08-27,23.9878,118632
2015-08-28,24.1199,118632
2015-08-31,24.0781,118632
2015-09-01,23.4753,118632
2015-09-02,23.2252,118632
2015-09-03,23.5001,118632
2015-09-04,23.0544,118632
2015-09-07,22.6228,118632
2015-09-08,22.9928,118632
2015-09-09,23.4313,118632
2015-09-10,23.3613,118632
2015-09-11,23.3722,118632
2015-09-14,23.5968,118632
2015-09-15,23.3685,118632
2015-09-16,23.5121,118632
2015-09-18,23.7631,118632
2015-09-21,23.7417,118632
2015-09-22,23.3928,118632
2015-09-23,23.4782,118632
2015-09-24,23.5282,118632
2015-09-28,23.2893,118632
2015-09-29,23.3434,118632
2015-09-30,23.5371,118632
2015-10-01,23.4492,118632
2015-10-05,23.8972,118632
2015-10-06,23.9205,118632
2015-10-07,24.0002,118632
2015-10-08,23.8578,118632
2015-10-09,23.9808,118632
2015-10-12,23.9224,118632
2015-10-13,23.8587,118632
2015-10-14,23.82,118632
2015-10-15,24.0433,118632
2015-10-16,24.2571,118632
2015-10-19,24.3698,118632
2015-10-20,24.4647,118632
2015-10-21,24.3804,118632
2015-10-23,24.4185,118632
2015-10-26,24.3338,118632
2015-10-27,24.4353,118632
2015-10-28,24.1553,118632
2015-10-29,23.9492,118632
2015-10-30,23.9588,118632
2015-11-02,24.0093,118632
2015-11-03,24.14,118632
2015-11-04,24.1744,118632
2015-11-05,23.8487,118632
2015-11-06,23.9408,118632
2015-11-09,24.0569,118632
2015-11-10,23.6048,118632
2015-11-13,23.6023,118632
2015-11-16,23.6464,118632
2015-11-17,23.6869,118632
2015-11-18,23.3993,118632
2015-11-19,23.7152,118632
2015-11-20,23.7739,118632
2015-11-23,23.8062,118632
2015-11-24,23.7693,118632
2015-11-26,23.8873,118632
2015-11-27,24.0645,118632
2015-11-30,24.0853,118632
2015-12-01,24.1287,118632
2015-12-02,23.9763,118632
2015-12-03,23.8826,118632
2015-12-04,23.6939,118632
2015-12-07,23.6828,118632
2015-12-08,23.5217,118632
2015-12-09,23.1808,118632
2015-12-10,23.3611,118632
2015-12-11,23.1149,118632
2015-12-14,23.1611,118632
2015-12-15,23.3506,118632
2015-12-16,23.4669,118632
2015-12-17,23.7584,118632
2015-12-18,23.5299,118632
2015-12-21,23.7742,118632
2015-12-22,23.6914,118632
2015-12-23,23.8732,118632
2015-12-24,23.8664,118632
2015-12-28,24.0376,118632
2015-12-29,24.0464,118632
2015-12-30,23.9469,118632
2015-12-31,24.0469,118632
2016-01-01,24.1592,118632
2016-01-04,23.6582,118632
2016-01-05,23.6725,118632
2016-01-06,23.6076,118632
2016-01-07,23.024,118632
2016-01-08,23.1295,118632
2016-01-11,23.017,118632
2016-01-12,22.8466,118632
2016-01-13,22.9722,118632
2016-01-14,22.7351,118632
2016-01-15,22.2522,118632
2016-01-18,21.8577,118632
2016-01-19,22.1989,118632
2016-01-20,21.7905,118632
2016-01-21,21.6986,118632
2016-01-22,22.1803,118632
2016-01-25,22.1872,118632
2016-01-27,22.2157,118632
2016-01-28,22.1207,118632
2016-01-29,22.3623,118632
2016-02-01,22.3199,118632
2016-02-02,21.9913,118632
2016-02-03,21.6981,118632
2016-02-04,21.8202,118632
2016-02-05,22.1293,118632
2016-02-08,21.931,118632
2016-02-09,21.511,118632
2016-02-10,21.2345,118632
2016-02-11,20.5606,118632
2016-02-12,20.335,118632
2016-02-15,21.1626,118632
2016-02-16,20.6254,118632
2016-02-17,20.7377,118632
2016-02-18,20.8984,118632
2016-02-19,20.9572,118632
2016-02-22,21.0577,118632
2016-02-23,20.7066,118632
2016-02-24,20.4871,118632
2016-02-25,20.2073,118632
2016-02-26,20.3822,118632
2016-02-29,20.3216,118632
2016-03-01,20.9882,118632
2016-03-02,21.4877,118632
2016-03-03,21.8293,118632
2016-03-04,21.8207,118632
2016-03-08,21.7427,118632
2016-03-09,21.8384,118632
2016-03-10,21.6154,118632
2016-03-11,21.6799,118632
2016-03-14,21.7934,118632
2016-03-15,21.6629,118632
2016-03-16,21.7742,118632
2016-03-17,21.8864,118632
2016-03-18,22.1565,118632
2016-03-21,22.5146,118632
2016-03-22,22.621,118632
2016-03-23,22.5952,118632
2016-03-28,22.261,118632
2016-03-29,22.2831,118632
2016-03-30,22.7469,118632
2016-03-31,22.7305,118632
2016-04-01,22.7749,118632
2016-04-04,22.8388,118632
2016-04-05,22.2847,118632
2016-04-06,22.2747,118632
2016-04-07,22.0958,118632
2016-04-08,22.1561,118632
2016-04-11,22.4342,118632
2016-04-12,22.6159,118632
2016-04-13,22.9962,118632
2016-04-18,23.1322,118632
2016-04-20,23.135,118632
2016-04-21,23.2232,118632
2016-04-22,23.2899,118632
2016-04-25,23.1021,118632
2016-04-26,23.3473,118632
2016-04-27,23.2149,118632
2016-04-28,22.8054,118632
2016-04-29,22.7631,118632
2016-05-02,22.6677,118632
2016-05-03,22.4577,118632
2016-05-04,22.2164,118632
2016-05-05,22.3476,118632
2016-05-06,22.3996,118632
2016-05-09,22.757,118632
2016-05-10,22.8087,118632
2016-05-11,22.7257,118632
2016-05-12,22.8837,118632
2016-05-13,22.7227,118632
2016-05-16,22.6867,118632
2016-05-17,22.8349,118632
2016-05-18,22.7496,118632
2016-05-19,22.4418,118632
2016-05-20,22.3326,118632
2016-05-23,22.2697,118632
2016-05-24,22.2477,118632
2016-05-25,22.766,118632
2016-05-26,23.2084,118632
2016-05-27,23.413,118632
2016-05-30,23.4529,118632
2016-05-31,23.5294,118632
2016-06-01,23.4935,118632
2016-06-02,23.6277,118632
2016-06-03,23.5755,118632
2016-06-06,23.6339,118632
2016-06-07,23.89,118632
2016-06-08,24.0318,118632
2016-06-09,23.9139,118632
2016-06-10,23.7818,118632
2016-06-13,23.6063,118632
2016-06-14,23.6765,118632
2016-06-15,23.9778,118632
2016-06-16,23.8671,118632
2016-06-17,23.9414,118632
2016-06-20,24.0874,118632
2016-06-21,24.0185,118632
2016-06-22,23.9513,118632
2016-06-23,24.1395,118632
2016-06-24,23.5903,118632
2016-06-27,23.6954,118632
2016-06-28,23.713,118632
2016-06-29,23.9857,118632
2016-06-30,24.2262,118632
2016-07-01,24.5517,118632
2016-07-04,24.7625,118632
2016-07-05,24.6453,118632
2016-07-07,24.5086,118632
2016-07-08,24.4277,118632
2016-07-11,24.7714,118632
2016-07-12,24.9903,118632
2016-07-13,24.9425,118632
2016-07-14,25.1244,118632
2016-07-15,25.0888,118632
2016-07-18,25.0025,118632
2016-07-19,25.1137,118632
2016-07-20,25.3408,118632
2016-07-21,25.1093,118632
2016-07-22,25.229,118632
2016-07-25,25.5399,118632
2016-07-26,25.4165,118632
2016-07-27,25.5884,118632
2016-07-28,25.7223,118632
2016-07-29,25.5813,118632
2016-08-01,25.4483,118632
2016-08-02,25.4105,118632
2016-08-03,25.1746,118632
2016-08-04,25.1597,118632
2016-08-05,25.6611,118632
2016-08-08,25.7013,118632
2016-08-09,25.6157,118632
2016-08-10,25.2349,118632
2016-08-11,25.2549,118632
2016-08-12,25.544,118632
2016-08-16,25.6503,118632
2016-08-17,25.7367,118632
2016-08-18,25.8291,118632
2016-08-19,25.9854,118632
2016-08-22,25.8428,118632
2016-08-23,25.8432,118632
2016-08-24,25.9841,118632
2016-08-25,25.9146,118632
2016-08-26,25.8572,118632
2016-08-29,25.9582,118632
2016-08-30,26.3124,118632
2016-08-31,26.4558,118632
2016-09-01,26.4371,118632
2016-09-02,26.5166,118632
2016-09-06,26.9959,118632
2016-09-07,27.1298,118632
2016-09-08,27.1191,118632
2016-09-09,26.8397,118632
2016-09-12,26.2624,118632
2016-09-14,26.3941,118632
2016-09-15,26.3838,118632
2016-09-16,26.4984,118632
2016-09-19,26.5552,118632
2016-09-20,26.5521,118632
2016-09-21,26.5013,118632
2016-09-22,26.8705,118632
2016-09-23,26.8241,118632
2016-09-26,26.5369,118632
2016-09-27,26.4832,118632
2016-09-28,26.5987,118632
2016-09-29,25.9673,118632
2016-09-30,26.2954,118632
2016-10-03,26.714,118632
2016-10-04,26.8853,118632
2016-10-05,26.8287,118632
2016-10-06,26.7141,118632
2016-10-07,26.7255,118632
2016-10-10,26.6654,118632
2016-10-13,26.2504,118632
2016-10-14,26.4532,118632
2016-10-17,26.3385,118632
2016-10-18,26.8552,118632
2016-10-19,26.8289,118632
2016-10-20,26.9608,118632
2016-10-21,26.9751,118632
2016-10-24,26.9649,118632
2016-10-25,26.9049,118632
2016-10-26,26.5422,118632
