amfi_code,date,nav
120503,2025-12-02,111.26770
120503,2025-12-01,111.63650
120503,2025-11-30,111.83110
120503,2025-11-28,111.83570
120503,2025-11-27,111.81150
120503,2025-11-26,111.83550
120503,2025-11-25,110.56080
120503,2025-11-24,110.66100
120503,2025-11-21,111.19180
120503,2025-11-20,112.07950
120503,2025-11-19,111.70180
120503,2025-11-18,111.17690
120503,2025-11-17,111.79330
120503,2025-11-14,111.20340
120503,2025-11-13,111.42260
120503,2025-11-12,111.57880
120503,2025-11-11,111.16220
120503,2025-11-10,110.97760
120503,2025-11-07,110.44310
120503,2025-11-06,110.44090
120503,2025-11-04,111.40460
120503,2025-11-03,111.79920
120503,2025-10-31,111.09480
120503,2025-10-30,111.86990
120503,2025-10-29,112.40680
120503,2025-10-28,111.90310
120503,2025-10-27,112.27050
120503,2025-10-24,111.65490
120503,2025-10-23,111.85870
120503,2025-10-20,111.90250
120503,2025-10-17,111.74890
120503,2025-10-16,111.53990
120503,2025-10-15,110.73650
120503,2025-10-14,109.66340
120503,2025-10-13,109.95520
120503,2025-10-10,109.95900
120503,2025-10-09,109.58820
120503,2025-10-08,109.06500
120503,2025-10-07,109.32010
120503,2025-10-06,108.93260
120503,2025-10-03,108.13860
120503,2025-10-01,107.82390
120503,2025-09-30,107.31340
120503,2025-09-26,107.22460
120503,2025-09-25,108.91910
120503,2025-09-24,109.76080
120503,2025-09-23,110.34010
120503,2025-09-22,110.71820
120503,2025-09-19,111.23100
120503,2025-09-18,111.53350
120503,2025-09-17,111.23230
120503,2025-09-16,110.80080
120503,2025-09-15,110.15220
120503,2025-09-12,110.08140
120503,2025-09-11,109.74090
120503,2025-09-10,109.72090
120503,2025-09-09,109.20620
120503,2025-09-08,108.96570
120503,2025-09-05,108.75830
120503,2025-09-04,108.92650
120503,2025-09-03,108.76660
120503,2025-09-02,108.20470
120503,2025-09-01,108.34620
120503,2025-08-31,107.12170
120503,2025-08-29,107.12590
120503,2025-08-28,107.47560
120503,2025-08-26,108.71320
120503,2025-08-25,109.92940
120503,2025-08-22,109.65130
120503,2025-08-21,110.11510
120503,2025-08-20,110.01130
120503,2025-08-19,109.57230
120503,2025-08-18,109.04500
120503,2025-08-14,107.84550
120503,2025-08-13,107.76070
120503,2025-08-12,106.92150
120503,2025-08-11,107.38830
120503,2025-08-08,106.52850
120503,2025-08-07,107.80110
120503,2025-08-06,107.50840
120503,2025-08-05,108.09230
120503,2025-08-04,108.11490
120503,2025-08-01,107.35970
120503,2025-07-31,108.43050
120503,2025-07-30,108.85990
120503,2025-07-29,108.51680
120503,2025-07-28,107.87240
120503,2025-07-25,108.76300
120503,2025-07-24,109.84160
120503,2025-07-23,110.26800
120503,2025-07-22,109.74370
120503,2025-07-21,109.70980
120503,2025-07-18,108.78000
120503,2025-07-17,109.31170
120503,2025-07-16,109.47520
120503,2025-07-15,109.48950
120503,2025-07-14,108.82700
120503,2025-07-11,108.67370
120503,2025-07-10,109.73230
120503,2025-07-09,110.29360
120503,2025-07-08,110.16490
120503,2025-07-07,109.97830
120503,2025-07-04,110.13300
120503,2025-07-03,109.87420
120503,2025-07-02,110.22670
120503,2025-07-01,110.58800
120503,2025-06-30,110.68450
120503,2025-06-27,110.74000
120503,2025-06-26,110.23550
120503,2025-06-25,109.36920
120503,2025-06-24,108.53190
120503,2025-06-23,107.95430
120503,2025-06-20,108.15140
120503,2025-06-19,106.64820
120503,2025-06-18,107.27750
120503,2025-06-17,107.53740
120503,2025-06-16,107.98420
120503,2025-06-13,107.01400
120503,2025-06-12,107.56910
120503,2025-06-11,108.78160
120503,2025-06-10,108.83210
120503,2025-06-09,108.96210
120503,2025-06-06,108.40070
120503,2025-06-05,107.55330
120503,2025-06-04,107.06550
120503,2025-06-03,106.52830
120503,2025-06-02,107.07070
120503,2025-05-31,106.97660
120503,2025-05-30,106.97830
120503,2025-05-29,107.16790
120503,2025-05-28,106.76750
120503,2025-05-27,107.03000
120503,2025-05-26,107.48180
120503,2025-05-23,107.01460
120503,2025-05-22,106.18520
120503,2025-05-21,106.60770
120503,2025-05-20,105.83040
120503,2025-05-19,107.37900
120503,2025-05-16,107.47780
120503,2025-05-15,107.23490
120503,2025-05-14,106.06070
120503,2025-05-13,105.49900
120503,2025-05-12,106.18810
120503,2025-05-09,102.63140
120503,2025-05-08,103.50490
120503,2025-05-07,104.83980
120503,2025-05-06,104.27620
120503,2025-05-05,105.21870
120503,2025-05-02,104.47240
120503,2025-04-30,104.64510
120503,2025-04-29,104.85520
120503,2025-04-28,104.96920
120503,2025-04-25,104.07500
120503,2025-04-24,105.56270
120503,2025-04-23,105.87920
120503,2025-04-22,105.21720
120503,2025-04-21,104.87580
120503,2025-04-17,103.64750
120503,2025-04-16,102.31800
120503,2025-04-15,101.89330
120503,2025-04-11,99.44680
120503,2025-04-09,97.72430
120503,2025-04-08,98.12020
120503,2025-04-07,96.42240
120503,2025-04-04,99.33270
120503,2025-04-03,100.77700
120503,2025-04-02,101.03070
120503,2025-04-01,100.08340
120503,2025-03-31,101.50970
120503,2025-03-28,101.51350
120503,2025-03-27,101.99480
120503,2025-03-26,101.50050
120503,2025-03-25,102.10340
120503,2025-03-24,102.51480
120503,2025-03-21,101.62230
120503,2025-03-20,100.64820
120503,2025-03-19,99.66910
120503,2025-03-18,98.77570
120503,2025-03-17,96.92840
120503,2025-03-13,96.15110
120503,2025-03-12,96.57190
120503,2025-03-11,96.69160
120503,2025-03-10,96.34670
120503,2025-03-07,97.10200
120503,2025-03-06,97.28960
120503,2025-03-05,96.65080
120503,2025-03-04,95.52680
120503,2025-03-03,95.43620
120503,2025-02-28,94.95010
120503,2025-02-27,96.89750
120503,2025-02-25,97.31050
120503,2025-02-24,97.23660
120503,2025-02-21,98.15760
120503,2025-02-20,98.92870
120503,2025-02-19,98.67200
120503,2025-02-18,98.31920
120503,2025-02-17,98.33850
120503,2025-02-14,98.43780
120503,2025-02-13,99.60440
120503,2025-02-12,99.45790
120503,2025-02-11,99.50490
120503,2025-02-10,101.41980
120503,2025-02-07,102.78180
120503,2025-02-06,102.65830
120503,2025-02-05,103.11900
120503,2025-02-04,103.08290
120503,2025-02-03,101.84190
120503,2025-01-31,101.37640
120503,2025-01-30,100.58170
120503,2025-01-29,100.30480
120503,2025-01-28,98.49900
120503,2025-01-27,98.26290
120503,2025-01-24,99.88780
120503,2025-01-23,100.71770
120503,2025-01-22,99.58900
120503,2025-01-21,99.74820
120503,2025-01-20,101.74120
120503,2025-01-17,101.18680
120503,2025-01-16,101.49040
120503,2025-01-15,100.63520
120503,2025-01-14,100.49100
120503,2025-01-13,99.35620
120503,2025-01-10,102.10120
120503,2025-01-09,103.10980
120503,2025-01-08,103.84020
120503,2025-01-07,104.77430
120503,2025-01-06,104.65580
120503,2025-01-03,106.61030
120503,2025-01-02,107.11060
120503,2025-01-01,105.20980
120503,2024-12-31,104.84180
120503,2024-12-30,104.86230
120503,2024-12-27,105.05560
120503,2024-12-26,104.97190
120503,2024-12-24,104.76470
120503,2024-12-23,104.93950
120503,2024-12-20,104.37140
120503,2024-12-19,106.53830
120503,2024-12-18,107.28650
120503,2024-12-17,107.64160
120503,2024-12-16,108.74470
120503,2024-12-13,108.83470
120503,2024-12-12,108.54290
120503,2024-12-11,108.79570
120503,2024-12-10,108.57270
120503,2024-12-09,108.35830
120503,2024-12-06,108.43560
120503,2024-12-05,108.37870
120503,2024-12-04,107.65590
120503,2024-12-03,107.20700
120503,2024-12-02,106.33900
120503,2024-11-30,105.22430
120503,2024-11-29,105.22590
120503,2024-11-28,104.55390
120503,2024-11-27,105.59350
120503,2024-11-26,105.30890
120503,2024-11-25,105.60980
120503,2024-11-22,104.01530
120503,2024-11-21,102.60840
120503,2024-11-19,102.94260
120503,2024-11-18,102.28700
120503,2024-11-14,102.35330
120503,2024-11-13,102.25230
120503,2024-11-12,104.01300
120503,2024-11-11,105.15940
120503,2024-11-08,105.38560
120503,2024-11-07,105.93540
120503,2024-11-06,106.72630
120503,2024-11-05,104.99730
120503,2024-11-04,104.81510
120503,2024-10-31,105.22200
120503,2024-10-30,105.60410
120503,2024-10-29,105.96130
120503,2024-10-28,105.39640
120503,2024-10-25,105.84330
120503,2024-10-24,106.53090
120503,2024-10-23,106.76800
120503,2024-10-22,106.42970
120503,2024-10-21,108.09280
120503,2024-10-18,108.78620
120503,2024-10-17,108.53020
120503,2024-10-16,110.07840
120503,2024-10-15,110.56900
120503,2024-10-14,110.68100
120503,2024-10-11,110.24560
120503,2024-10-10,110.22570
120503,2024-10-09,110.51430
120503,2024-10-08,109.22940
120503,2024-10-07,107.85490
120503,2024-10-04,109.21620
120503,2024-10-03,110.19860
120503,2024-10-01,112.32850
120503,2024-09-30,112.33380
120503,2024-09-27,113.60830
120503,2024-09-26,113.68490
120503,2024-09-25,113.13680
120503,2024-09-24,113.59420
120503,2024-09-23,113.54700
120503,2024-09-20,112.79080
120503,2024-09-19,111.17880
120503,2024-09-18,111.24180
120503,2024-09-17,110.97780
120503,2024-09-16,110.71790
120503,2024-09-13,110.54420
120503,2024-09-12,110.51630
120503,2024-09-11,108.77610
120503,2024-09-10,108.82550
120503,2024-09-09,108.29500
120503,2024-09-06,108.12660
120503,2024-09-05,108.86540
120503,2024-09-04,108.88740
120503,2024-09-03,108.82710
120503,2024-09-02,108.96230
120503,2024-08-31,108.81720
120503,2024-08-30,108.81930
120503,2024-08-29,107.87310
120503,2024-08-28,107.80570
120503,2024-08-27,107.71230
120503,2024-08-26,107.28030
120503,2024-08-23,106.62930
120503,2024-08-22,106.74910
120503,2024-08-21,106.41160
120503,2024-08-20,106.42280
120503,2024-08-19,105.18490
120503,2024-08-16,105.32120
120503,2024-08-14,103.56860
120503,2024-08-13,103.67960
120503,2024-08-12,104.70720
120503,2024-08-09,105.11960
120503,2024-08-08,104.03970
120503,2024-08-07,104.72310
120503,2024-08-06,102.75670
120503,2024-08-05,103.36970
120503,2024-08-02,106.28550
120503,2024-08-01,106.86770
120503,2024-07-31,107.25410
120503,2024-07-30,106.13090
120503,2024-07-29,106.15200
120503,2024-07-26,105.56630
120503,2024-07-25,103.92970
120503,2024-07-24,103.52370
120503,2024-07-23,103.41110
120503,2024-07-22,103.74080
120503,2024-07-19,103.15290
120503,2024-07-18,104.73710
120503,2024-07-16,104.26890
120503,2024-07-15,104.25030
120503,2024-07-12,103.86480
120503,2024-07-11,103.39100
120503,2024-07-10,103.61390
120503,2024-07-09,103.82600
120503,2024-07-08,103.25340
120503,2024-07-05,103.81880
120503,2024-07-04,103.55110
120503,2024-07-03,103.53930
120503,2024-07-02,102.86800
120503,2024-07-01,103.19440
120503,2024-06-28,102.61910
120503,2024-06-27,103.00330
120503,2024-06-26,102.44180
120503,2024-06-25,102.25060
120503,2024-06-24,101.90850
120503,2024-06-21,101.20790
120503,2024-06-20,101.85460
120503,2024-06-19,101.79920
120503,2024-06-18,102.24030
120503,2024-06-14,101.71460
120503,2024-06-13,101.04810
120503,2024-06-12,100.27240
120503,2024-06-11,99.87190
120503,2024-06-10,99.74290
120503,2024-06-07,99.51880
120503,2024-06-06,97.79730
120503,2024-06-05,97.15380
120503,2024-06-04,93.85290
120503,2024-06-03,97.57200
120503,2024-05-31,95.34350
120503,2024-05-30,95.26000
120503,2024-05-29,96.42200
120503,2024-05-28,96.96620
120503,2024-05-27,97.24960
120503,2024-05-24,97.16410
120503,2024-05-23,97.62680
120503,2024-05-22,96.63110
120503,2024-05-21,96.63770
120503,2024-05-17,96.56670
120503,2024-05-16,95.80390
120503,2024-05-15,95.34030
120503,2024-05-14,95.08670
120503,2024-05-13,94.91810
120503,2024-05-10,94.94400
120503,2024-05-09,94.16480
120503,2024-05-08,95.17810
120503,2024-05-07,95.26150
120503,2024-05-06,96.12260
120503,2024-05-03,96.22680
120503,2024-05-02,96.68250
120503,2024-04-30,96.32770
120503,2024-04-29,96.27440
120503,2024-04-26,95.52040
120503,2024-04-25,96.23990
120503,2024-04-24,96.37250
120503,2024-04-23,95.94380
120503,2024-04-22,95.57040
120503,2024-04-19,95.04030
120503,2024-04-18,94.77850
120503,2024-04-16,95.25280
120503,2024-04-15,95.79030
120503,2024-04-12,97.35200
120503,2024-04-10,97.61490
120503,2024-04-09,97.58880
120503,2024-04-08,97.53620
120503,2024-04-05,96.62150
120503,2024-04-04,96.44760
120503,2024-04-03,95.91010
120503,2024-04-02,95.76080
120503,2024-04-01,95.50400
120503,2024-03-31,94.73140
120503,2024-03-28,94.73580
120503,2024-03-27,93.98760
120503,2024-03-26,93.58080
120503,2024-03-22,92.34970
120503,2024-03-21,91.63620
120503,2024-03-20,90.13570
120503,2024-03-19,90.16350
120503,2024-03-18,90.52860
120503,2024-03-15,90.16640
120503,2024-03-14,90.27090
120503,2024-03-13,89.33970
120503,2024-03-12,91.18820
120503,2024-03-11,91.23470
120503,2024-03-07,90.95430
120503,2024-03-06,90.54350
120503,2024-03-05,90.05010
120503,2024-03-04,90.74600
120503,2024-03-01,90.85890
120503,2024-02-29,89.99730
120503,2024-02-28,89.79900
120503,2024-02-27,90.96480
120503,2024-02-26,90.44750
120503,2024-02-23,91.02110
120503,2024-02-22,90.52330
120503,2024-02-21,89.92770
120503,2024-02-20,90.54080
120503,2024-02-19,90.48640
120503,2024-02-16,89.95010
120503,2024-02-15,89.28360
120503,2024-02-14,88.60180
120503,2024-02-13,88.58910
120503,2024-02-12,88.49780
120503,2024-02-09,88.99040
120503,2024-02-08,88.89060
120503,2024-02-07,89.12190
120503,2024-02-06,88.88980
120503,2024-02-05,87.91750
120503,2024-02-02,88.07830
120503,2024-02-01,87.52740
120503,2024-01-31,87.68830
120503,2024-01-30,86.74640
120503,2024-01-29,87.62500
120503,2024-01-25,86.79290
120503,2024-01-24,87.16110
120503,2024-01-23,86.17260
120503,2024-01-19,87.76280
120503,2024-01-18,87.33170
120503,2024-01-17,87.79730
120503,2024-01-16,89.08020
120503,2024-01-15,89.44260
120503,2024-01-12,89.26610
120503,2024-01-11,88.86970
120503,2024-01-10,88.69490
120503,2024-01-09,88.73790
120503,2024-01-08,88.48060
120503,2024-01-05,89.39310
120503,2024-01-04,89.31410
120503,2024-01-03,88.27600
120503,2024-01-02,88.78960
120503,2024-01-01,88.58720
120503,2023-12-29,88.62240
120503,2023-12-28,88.20020
120503,2023-12-27,87.88650
120503,2023-12-26,87.15310
120503,2023-12-22,86.98230
120503,2023-12-21,86.32970
120503,2023-12-20,85.86920
120503,2023-12-19,87.70260
120503,2023-12-18,87.76420
120503,2023-12-15,87.44890
120503,2023-12-14,86.91940
120503,2023-12-13,85.58120
120503,2023-12-12,85.75710
120503,2023-12-11,86.27580
120503,2023-12-08,85.96060
120503,2023-12-07,86.38850
120503,2023-12-06,86.04350
120503,2023-12-05,85.59100
120503,2023-12-04,85.37150
120503,2023-12-01,84.54960
120503,2023-11-30,84.26140
120503,2023-11-29,83.59210
120503,2023-11-28,82.59440
120503,2023-11-24,82.12890
120503,2023-11-23,82.32480
120503,2023-11-22,82.73540
120503,2023-11-21,82.35620
120503,2023-11-20,82.23740
120503,2023-11-17,82.65670
120503,2023-11-16,82.52660
120503,2023-11-15,81.90330
120503,2023-11-13,81.17120
120503,2023-11-10,81.09780
120503,2023-11-09,80.94220
120503,2023-11-08,80.83720
120503,2023-11-07,80.45160
120503,2023-11-06,80.25390
120503,2023-11-03,79.46760
120503,2023-11-02,79.08110
120503,2023-11-01,78.44380
120503,2023-10-31,78.78760
120503,2023-10-30,78.65480
120503,2023-10-27,78.56180
120503,2023-10-26,77.82860
120503,2023-10-25,78.97280
120503,2023-10-23,79.39140
120503,2023-10-20,80.66560
120503,2023-10-19,80.76160
120503,2023-10-18,81.08830
120503,2023-10-17,81.62170
120503,2023-10-16,81.42910
120503,2023-10-13,81.85710
120503,2023-10-12,81.55680
120503,2023-10-11,81.93370
120503,2023-10-10,81.33120
120503,2023-10-09,80.66720
120503,2023-10-06,81.28100
120503,2023-10-05,80.58850
120503,2023-10-04,80.18730
120503,2023-10-03,80.48980
120503,2023-09-29,80.26230
120503,2023-09-27,80.94070
120503,2023-09-26,80.81380
120503,2023-09-25,80.54120
120503,2023-09-22,80.13590
120503,2023-09-21,80.45780
120503,2023-09-20,81.09450
120503,2023-09-18,81.66820
120503,2023-09-15,81.69740
120503,2023-09-14,81.40940
120503,2023-09-13,80.88000
120503,2023-09-12,80.91150
120503,2023-09-11,81.25720
120503,2023-09-08,80.64060
120503,2023-09-07,80.24450
120503,2023-09-06,79.90960
120503,2023-09-05,79.63220
120503,2023-09-04,79.21030
120503,2023-09-01,78.79310
120503,2023-08-31,78.33000
120503,2023-08-30,78.81460
120503,2023-08-29,78.45790
120503,2023-08-28,77.93430
120503,2023-08-25,77.79060
120503,2023-08-24,77.96470
120503,2023-08-23,77.76810
120503,2023-08-22,77.61520
120503,2023-08-21,77.30890
120503,2023-08-18,76.68330
120503,2023-08-17,77.14350
120503,2023-08-16,77.54650
120503,2023-08-14,77.62840
120503,2023-08-11,78.08660
120503,2023-08-10,78.84570
120503,2023-08-09,79.17150
120503,2023-08-08,79.33590
120503,2023-08-07,79.60010
120503,2023-08-04,79.40550
120503,2023-08-03,78.64860
120503,2023-08-02,79.16480
120503,2023-08-01,79.80180
120503,2023-07-31,79.69690
120503,2023-07-28,79.58130
120503,2023-07-27,79.22790
120503,2023-07-26,79.74240
120503,2023-07-25,79.73520
120503,2023-07-24,79.67200
120503,2023-07-21,79.91040
120503,2023-07-20,80.24200
120503,2023-07-19,80.41380
120503,2023-07-18,79.83050
120503,2023-07-17,80.18990
120503,2023-07-14,80.29970
120503,2023-07-13,79.50800
120503,2023-07-12,79.32020
120503,2023-07-11,79.14980
120503,2023-07-10,78.88910
120503,2023-07-07,79.68890
120503,2023-07-06,80.37880
120503,2023-07-05,79.99620
120503,2023-07-04,79.78790
120503,2023-07-03,79.14170
120503,2023-06-30,79.08150
120503,2023-06-28,78.64240
120503,2023-06-27,78.15010
120503,2023-06-26,77.80000
120503,2023-06-23,77.64830
120503,2023-06-22,78.33750
120503,2023-06-21,79.29990
120503,2023-06-20,79.25900
120503,2023-06-19,79.33490
120503,2023-06-16,79.38260
120503,2023-06-15,78.52730
120503,2023-06-14,77.96510
120503,2023-06-13,77.95650
120503,2023-06-12,77.42860
120503,2023-06-09,76.92040
120503,2023-06-08,76.83570
120503,2023-06-07,77.60090
120503,2023-06-06,76.56040
120503,2023-06-05,76.14440
120503,2023-06-02,76.11860
120503,2023-06-01,75.94640
120503,2023-05-31,75.57680
120503,2023-05-30,75.62530
120503,2023-05-29,75.57850
120503,2023-05-26,75.25490
120503,2023-05-25,74.21470
120503,2023-05-24,73.90940
120503,2023-05-23,74.11110
120503,2023-05-22,73.76220
120503,2023-05-19,73.29150
120503,2023-05-18,73.05670
120503,2023-05-17,73.25580
120503,2023-05-16,73.87300
120503,2023-05-15,73.92060
120503,2023-05-12,74.20780
120503,2023-05-11,74.26380
120503,2023-05-10,74.11240
120503,2023-05-09,73.70850
120503,2023-05-08,73.70650
120503,2023-05-05,72.79810
120503,2023-05-04,72.91850
120503,2023-05-03,72.01980
120503,2023-05-02,71.94510
120503,2023-04-28,71.97980
120503,2023-04-27,70.83280
120503,2023-04-26,70.26510
120503,2023-04-25,70.26220
120503,2023-04-24,70.13510
120503,2023-04-21,70.04720
120503,2023-04-20,69.88400
120503,2023-04-19,70.09910
120503,2023-04-18,70.28520
120503,2023-04-17,69.92520
120503,2023-04-13,70.00080
120503,2023-04-12,69.88810
120503,2023-04-11,69.47780
120503,2023-04-10,68.87530
120503,2023-04-06,69.07300
120503,2023-04-05,68.80800
120503,2023-04-03,68.13510
120503,2023-03-31,67.54880
120503,2023-03-29,66.72650
120503,2023-03-28,65.99990
120503,2023-03-27,66.02370
120503,2023-03-24,66.23640
120503,2023-03-23,66.78880
120503,2023-03-22,66.89340
120503,2023-03-21,66.50760
120503,2023-03-20,66.32910
120503,2023-03-17,66.87840
120503,2023-03-16,66.68610
120503,2023-03-15,66.40410
120503,2023-03-14,66.48650
120503,2023-03-13,67.03930
120503,2023-03-10,67.96650
120503,2023-03-09,68.44960
120503,2023-03-08,69.03080
120503,2023-03-06,69.15850
120503,2023-03-03,68.72090
120503,2023-03-02,68.54250
120503,2023-03-01,68.92110
120503,2023-02-28,68.38050
120503,2023-02-27,68.48240
120503,2023-02-24,68.71260
120503,2023-02-23,68.70630
120503,2023-02-22,68.92480
120503,2023-02-21,69.94270
120503,2023-02-20,69.94590
120503,2023-02-17,70.00190
120503,2023-02-16,70.58160
120503,2023-02-15,70.06320
120503,2023-02-14,69.18660
120503,2023-02-13,68.96610
120503,2023-02-10,69.81540
120503,2023-02-09,69.81430
120503,2023-02-08,69.66560
120503,2023-02-07,68.88480
120503,2023-02-06,68.79950
120503,2023-02-03,68.93600
120503,2023-02-02,68.52720
120503,2023-02-01,68.57510
120503,2023-01-31,68.34420
120503,2023-01-30,68.48190
120503,2023-01-27,68.05930
120503,2023-01-25,68.44870
120503,2023-01-24,69.23820
120503,2023-01-23,69.36240
120503,2023-01-20,69.02390
120503,2023-01-19,69.49720
120503,2023-01-18,70.04820
120503,2023-01-17,69.86920
120503,2023-01-16,69.65900
120503,2023-01-13,70.26300
120503,2023-01-12,70.10170
120503,2023-01-11,70.03020
120503,2023-01-10,70.32950
120503,2023-01-09,70.68000
120503,2023-01-06,70.00520
120503,2023-01-05,70.78170
120503,2023-01-04,71.62330
120503,2023-01-03,72.43880
120503,2023-01-02,72.14870
120503,2022-12-30,72.11330
120503,2022-12-29,72.32600
120503,2022-12-28,72.23900
120503,2022-12-27,72.26960
120503,2022-12-26,71.80640
120503,2022-12-23,70.96870
120503,2022-12-22,72.42650
120503,2022-12-21,72.99390
120503,2022-12-20,73.60850
120503,2022-12-19,73.75650
120503,2022-12-16,73.05350
120503,2022-12-15,74.00030
120503,2022-12-14,74.79810
120503,2022-12-13,74.29430
120503,2022-12-12,73.81440
120503,2022-12-09,73.72580
120503,2022-12-08,74.08090
120503,2022-12-07,74.20840
120503,2022-12-06,74.57490
120503,2022-12-05,74.58970
120503,2022-12-02,74.55480
120503,2022-12-01,74.71240
120503,2022-11-30,74.36070
120503,2022-11-29,73.80420
120503,2022-11-28,73.75880
120503,2022-11-25,73.40580
120503,2022-11-24,73.48420
120503,2022-11-23,73.08080
120503,2022-11-22,72.83930
120503,2022-11-21,72.52270
120503,2022-11-18,73.03310
120503,2022-11-17,73.30320
