Date,Scheme_Code,Scheme_Name,NAV,Fund_House,Scheme_Category
2013-01-07,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,103.1408,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-01-07,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,15.0913,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-07,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.6076,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-08,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.7197,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-08,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.0369,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-01-08,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,103.1663,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-01-08,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,15.1146,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-08,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.6239,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-09,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.7249,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-09,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.0424,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-01-09,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,103.1897,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-01-09,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,15.0517,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-09,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.6492,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-10,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.6784,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-10,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.0479,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-01-10,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,103.2132,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-01-10,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,15.0619,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-10,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.6784,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-11,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.6421,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-11,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.0534,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-01-11,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,103.2385,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-01-11,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.8886,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-11,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.6305,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-13,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.0643,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-01-14,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.7844,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-14,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.0698,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-01-14,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,103.3225,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-01-14,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.9767,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-14,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.6862,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-15,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.8315,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-15,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.0754,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-01-15,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,102.9223,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-01-15,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.9813,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-15,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.6993,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-16,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.6876,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-16,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.0809,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-01-16,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,102.9421,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-01-16,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.8752,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-16,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.6804,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-17,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.7703,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-17,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.0863,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-01-17,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,102.9691,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-01-17,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.8214,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-17,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.6565,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-18,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.8654,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-18,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.0918,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-01-18,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,102.9932,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-01-18,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.7954,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-18,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.658,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-20,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.1028,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-01-21,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.9285,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-21,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.1084,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-01-21,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,103.0662,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-01-21,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.7538,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-21,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.6574,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-22,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.8574,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-22,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.1139,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-01-22,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,103.0909,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-01-22,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.7072,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-22,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.6627,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-23,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.7986,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-23,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.1194,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-01-23,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,103.1145,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-01-23,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.6961,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-23,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.6688,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-24,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.6226,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-24,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.1249,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-01-24,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,103.1411,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-01-24,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.6124,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-24,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.6574,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-25,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.7605,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-25,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.7695,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-25,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.6611,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-27,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.1413,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-01-28,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.7737,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-28,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.1468,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-01-28,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,103.2351,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-01-28,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.7769,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-28,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.6878,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-29,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.681,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-29,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.1522,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-01-29,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,102.9384,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-01-29,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.7946,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-29,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.674,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-30,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.6583,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-30,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.1577,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-01-30,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,102.959,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-01-30,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.7706,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-30,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.6441,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-31,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.6179,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-01-31,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.1631,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-01-31,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,102.9778,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-01-31,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.7326,Axis Mutual Fund,Equity Scheme - ELSS
2013-01-31,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.6763,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-01,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.5671,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-02-01,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.1686,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-02-01,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,102.9976,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-02-01,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.6961,Axis Mutual Fund,Equity Scheme - ELSS
2013-02-01,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.7201,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-03,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.1795,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-02-04,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.5479,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-02-04,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.1849,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-02-04,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,103.0659,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-02-04,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.7065,Axis Mutual Fund,Equity Scheme - ELSS
2013-02-04,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.7231,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-05,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.4313,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-02-05,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.1903,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-02-05,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,103.0886,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-02-05,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.6435,Axis Mutual Fund,Equity Scheme - ELSS
2013-02-05,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.6673,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-06,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.4775,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-02-06,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.1959,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-02-06,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,103.1119,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-02-06,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.7026,Axis Mutual Fund,Equity Scheme - ELSS
2013-02-06,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.7067,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-07,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.4048,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-02-07,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.2013,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-02-07,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,103.1356,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-02-07,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.6822,Axis Mutual Fund,Equity Scheme - ELSS
2013-02-07,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.6882,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-08,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.3212,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-02-08,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.2067,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-02-08,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,103.1594,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-02-08,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.6145,Axis Mutual Fund,Equity Scheme - ELSS
2013-02-08,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.6813,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-10,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.2174,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-02-11,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.2908,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-02-11,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.223,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-02-11,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,103.2303,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-02-11,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.5489,Axis Mutual Fund,Equity Scheme - ELSS
2013-02-11,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.5643,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-12,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.3298,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-02-12,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.2284,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-02-12,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,103.2523,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-02-12,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.5546,Axis Mutual Fund,Equity Scheme - ELSS
2013-02-12,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.6846,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-13,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.3617,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-02-13,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.2338,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-02-13,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,103.2745,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-02-13,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.6106,Axis Mutual Fund,Equity Scheme - ELSS
2013-02-13,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.693,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-14,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.1541,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-02-14,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.2392,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-02-14,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,103.2937,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-02-14,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.5047,Axis Mutual Fund,Equity Scheme - ELSS
2013-02-14,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.648,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-15,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.1364,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-02-15,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.2446,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-02-15,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,102.9522,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-02-15,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.4666,Axis Mutual Fund,Equity Scheme - ELSS
2013-02-15,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.6442,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-17,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.2554,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-02-18,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.1843,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-02-18,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.2609,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-02-18,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,103.0229,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-02-18,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.4915,Axis Mutual Fund,Equity Scheme - ELSS
2013-02-18,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.6588,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-19,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.2926,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-02-19,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.2664,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-02-19,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.6114,Axis Mutual Fund,Equity Scheme - ELSS
2013-02-19,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.6778,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-20,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.2782,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-02-20,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.2719,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-02-20,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,103.0725,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
2013-02-20,120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,14.6159,Axis Mutual Fund,Equity Scheme - ELSS
2013-02-20,120841,quant Mid Cap Fund - Growth Option - Direct Plan,30.7038,quant Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-21,118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,14.0679,Nippon India Mutual Fund,Equity Scheme - Large Cap Fund
2013-02-21,119092,HDFC Money Market Fund - Growth Option - Direct Plan,24.2773,HDFC Mutual Fund,Debt Scheme - Money Market Fund
2013-02-21,119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,103.0965,Aditya Birla Sun Life Mutual Fund,Debt Scheme - Banking and PSU Fund
