amfi_code,scheme_name,fund_house,category,expense_ratio_pct,cagr_1yr,cagr_3yr,cagr_5yr,sharpe_ratio,sortino_ratio,alpha,beta,max_drawdown,max_dd_peak_date,max_dd_trough_date,scorecard_score,scorecard_rank
149323,DSP Midcap Fund - Regular - Growth,DSP Mutual Fund,Equity,1.61,0.21481222193726257,0.268699908289022,0.29581086910433996,1.1321218524747247,1.8751010639192085,0.26598577542043045,-0.002523004664699212,-0.17248105753451382,2022-06-06,2022-10-24,65.8974358974359,11
149324,DSP Small Cap Fund - Regular - Growth,DSP Mutual Fund,Equity,1.52,0.6513871892998797,0.27000426614519246,0.3228744045157361,0.9497958246616032,1.6197931764914093,0.3005787817097677,0.011455159960520695,-0.31171900300634214,2024-05-03,2025-01-03,65.83333333333334,12
118632,Nippon India Large Cap Fund - Regular - Growth,Nippon India MF,Equity,1.51,0.339810484550213,0.22652359830098634,0.24049492662391758,1.0816591793457044,1.8501325468557264,0.21829397904608644,-0.008353832126962014,-0.17414075086657232,2024-01-02,2024-07-19,65.7051282051282,13
119552,SBI Bluechip Fund - Direct Plan - Growth,SBI Mutual Fund,Equity,0.66,0.05706100044974027,0.16267372294624916,0.21524235873769704,0.9532794968660105,1.6097764896283082,0.1986859936686296,-0.02615930751351341,-0.11803493502764295,2024-05-21,2024-09-02,65.12820512820512,14
125497,HDFC Top 100 Fund - Direct Plan - Growth,HDFC Mutual Fund,Equity,0.92,0.2867535802656873,0.18434488610520172,0.19017795344711463,0.7757902498211209,1.3306512447571368,0.17729754927531766,0.048820404259577385,-0.15200013055606398,2023-12-22,2025-01-01,58.205128205128204,15
118635,Nippon India ETF Nifty 50 BeES,Nippon India MF,Equity,0.89,0.22493224932249345,0.20008208380471482,0.15957231179671738,0.664856998549062,1.1379767187807421,0.1513635464823924,-0.001433521389780139,-0.1165062450540909,2022-01-03,2022-06-09,57.948717948717956,16
118633,Nippon India Large Cap Fund - Direct - Growth,Nippon India MF,Equity,0.72,0.25539980483954094,0.2108997654925684,0.16274217354504272,0.6452074382933216,1.154475716923624,0.15643835948169668,-0.03663900671860934,-0.18629743138595511,2023-10-30,2024-02-29,57.5,17
102885,UTI Nifty 50 Index Fund - Regular - Growth,UTI Mutual Fund,Equity,1.57,0.20207703983094838,0.1966726206830185,0.18232378887705947,0.8170993373494371,1.4357420130649496,0.17048756803412696,-0.019486785689474536,-0.1085986215250232,2022-02-03,2022-03-29,53.84615384615385,18
120503,ICICI Pru Bluechip Fund - Regular - Growth,ICICI Prudential MF,Equity,1.42,0.08489081269294418,0.13978381933703043,0.18785325598262204,0.7979728586052847,1.3379431500669237,0.17703302365844073,-0.0402689523698206,-0.13897862823061635,2023-09-19,2023-11-09,52.43589743589744,19
148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Mirae Asset MF,Equity,1.52,0.14269394138778924,0.14748035533586012,0.2251686900711385,0.9262873467360146,1.6327409778735162,0.20873010086942337,-0.02638771994384303,-0.1527259422823477,2023-09-05,2024-01-24,52.243589743589745,20
120506,ICICI Pru Value Discovery Fund - Regular - Growth,ICICI Prudential MF,Equity,1.41,0.4181904829701364,0.1842199653744454,0.1708486725575018,0.6488787755249532,1.0958951614736467,0.1625385327998104,0.04189646272811975,-0.1982565826298267,2023-03-31,2023-08-14,49.87179487179487,21
120507,ICICI Pru Liquid Fund - Regular - Growth,ICICI Prudential MF,Debt,0.74,0.0742505077613469,0.07394286300360076,0.07237539728384412,0.49572339295331147,1.0521238822609271,0.06746210411099539,-0.0004440926329707226,-0.0009773140045925555,2025-10-16,2025-10-20,46.666666666666664,22
119093,Axis Bluechip Fund - Direct - Growth,Axis Mutual Fund,Equity,0.75,0.197667410165155,0.20816771175535864,0.07897557854375958,0.1296144979566933,0.2210868397927636,0.08232801295222093,0.02588321244009315,-0.21751396370148224,2022-02-24,2023-05-22,46.28205128205128,23
102887,UTI Flexi Cap Fund - Regular - Growth,UTI Mutual Fund,Equity,1.64,0.135831349444816,0.25556187904126526,0.16841120247307528,0.6195175900829829,1.0887552508030016,0.16211256794033255,0.016682689437770806,-0.21539827112383225,2022-01-03,2022-07-04,44.80769230769231,24
149322,DSP Top 100 Equity Fund - Regular - Growth,DSP Mutual Fund,Equity,1.54,0.1811115252275146,0.18044206486636138,0.13393275924001857,0.4640374492204777,0.7621288703723165,0.13173190226099432,-0.004050271130006511,-0.14844576917771746,2022-01-03,2022-02-04,42.24358974358974,25
125498,HDFC Mid-Cap Opportunities Fund - Direct - Growth,HDFC Mutual Fund,Equity,0.78,0.15443720834451846,0.11245222866621418,0.11301817123279978,0.3006119210425479,0.5088128197169232,0.11989100971217971,0.009054412621739139,-0.21117279560132118,2025-04-04,2025-09-12,40.641025641025635,26
120844,Kotak Liquid Fund - Regular - Growth,Kotak Mahindra MF,Debt,0.6,0.07120323042122512,0.06695971624586994,0.06915272985067156,-0.08874729621557495,-0.18772304774242665,0.06455677495375998,-0.0004007442394784006,-0.0011629327956168556,2024-04-12,2024-04-30,39.61538461538461,27
120841,Kotak Bluechip Fund - Regular - Growth,Kotak Mahindra MF,Equity,1.59,0.16837098075385626,0.1726727508371786,0.1353221114899239,0.4942725378672354,0.8625738849916588,0.13042924450705445,0.0363563990221998,-0.1757361416468729,2024-01-09,2025-02-14,37.82051282051282,28
118634,Nippon India Small Cap Fund - Regular - Growth,Nippon India MF,Equity,1.53,0.15811221971300937,0.08007927728656083,0.16373474033415758,0.44843400890899143,0.7460146308533573,0.1750072167561127,0.10349663691337589,-0.2334488614483311,2025-04-09,2026-02-20,36.73076923076923,29
118636,Nippon India Gilt Securities Fund - Regular - Growth,Nippon India MF,Debt,0.55,0.10454939683040276,0.040622050237771434,0.05316889625171273,-0.3566295075143679,-0.6135251287271025,0.05074772999976104,0.0012566742731558475,-0.08316361763638702,2023-02-09,2024-02-09,32.94871794871795,30
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,SBI Mutual Fund,Debt,0.77,0.055219955107626895,0.05840358798463097,0.05889418716346717,-0.2265753866279158,-0.3767670081706669,0.05620895216638369,-0.006413850728276476,-0.04328728923970093,2024-09-16,2025-04-01,32.05128205128205,31
101208,ABSL Liquid Fund - Regular - Growth,Aditya Birla Sun Life MF,Debt,0.79,0.0723664530138024,0.06315784491375509,0.06509026855465327,-0.8155673679088286,-1.6810378667512855,0.060861457957871144,0.00026670968338238335,-0.0016224980244717857,2023-09-05,2023-09-12,31.153846153846153,32
100025,HDFC Short Term Debt Fund - Regular - Growth,HDFC Mutual Fund,Debt,0.56,0.03704968580461343,0.039163899571040384,0.04458209619173137,-0.5670947928476847,-0.9418212366054207,0.042817920315060876,0.0011582183155281417,-0.04308263824636349,2023-05-23,2023-07-28,30.128205128205124,33
120842,Kotak Emerging Equity Fund - Regular - Growth,Kotak Mahindra MF,Equity,1.56,0.2250195657587366,0.07756003551327284,0.06701543482038463,0.07599984804658912,0.12469346986475656,0.0780443887615508,0.018056874208118162,-0.24003511326274884,2023-11-09,2024-10-17,25.76923076923077,34
119599,SBI Small Cap Fund - Direct Plan - Growth,SBI Mutual Fund,Equity,0.72,0.1394780335518997,-0.01337386614488112,0.02054484701809378,-0.05718662582818005,-0.09438726129459621,0.048824215945539845,0.06200180438267164,-0.5257422117012851,2023-01-17,2025-10-28,21.987179487179485,35
119092,Axis Bluechip Fund - Regular - Growth,Axis Mutual Fund,Equity,1.64,0.016091186722522632,0.005258871209757432,0.06367989237605243,0.030784850954585913,0.05257398559304798,0.0689952982167755,0.009730745001153627,-0.1440161790933726,2023-10-12,2025-02-07,20.576923076923077,36
101207,ABSL Small Cap Fund - Regular - Growth,Aditya Birla Sun Life MF,Equity,1.53,-0.23986031710270628,-0.04152381044854481,0.07938764837247714,0.16266076928646758,0.2766437962609231,0.10897091901704538,-0.06528924788351526,-0.3544691649336603,2024-11-21,2026-05-11,20.064102564102562,37
119095,Axis Small Cap Fund - Regular - Growth,Axis Mutual Fund,Equity,1.38,-0.427976145588544,-0.11705806723995271,0.015215045330823962,-0.07597357117478937,-0.12818559275851954,0.04801595363775955,-0.06695117463929198,-0.5167775370852656,2025-05-22,2026-05-11,15.128205128205128,38
100016,HDFC Top 100 Fund - Regular Plan - Growth,HDFC Mutual Fund,Equity,1.55,-0.02224270997710287,0.01292649342495622,0.026370743672111008,-0.20151706755966933,-0.3510474601523089,0.03747580763443281,-0.05826843143880891,-0.24734440880673303,2022-03-30,2022-09-15,12.179487179487179,39
102886,UTI Mid Cap Fund - Regular - Growth,UTI Mutual Fund,Equity,1.51,-0.16797480944407306,-0.007674063178547241,0.011717454918341197,-0.20583160785470306,-0.3472223025472726,0.02896939786637944,-0.04212502902189429,-0.2800112356639287,2025-01-07,2026-04-27,12.115384615384613,40
