Date,Scheme_Code,Scheme_Name,NAV,Fund_House,Scheme_Category
2013-01-24,119775,Kotak Midcap Fund - Direct Plan - Growth,13.524,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-25,119775,Kotak Midcap Fund - Direct Plan - Growth,13.697,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-28,119775,Kotak Midcap Fund - Direct Plan - Growth,13.633,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-29,119775,Kotak Midcap Fund - Direct Plan - Growth,13.58,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-30,119775,Kotak Midcap Fund - Direct Plan - Growth,13.564,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-01-31,119775,Kotak Midcap Fund - Direct Plan - Growth,13.643,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-01,119775,Kotak Midcap Fund - Direct Plan - Growth,13.62,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-04,119775,Kotak Midcap Fund - Direct Plan - Growth,13.44,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-05,119775,Kotak Midcap Fund - Direct Plan - Growth,13.37,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-06,119775,Kotak Midcap Fund - Direct Plan - Growth,13.352,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-07,119775,Kotak Midcap Fund - Direct Plan - Growth,13.258,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-08,119775,Kotak Midcap Fund - Direct Plan - Growth,13.17,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-11,119775,Kotak Midcap Fund - Direct Plan - Growth,13.126,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-12,119775,Kotak Midcap Fund - Direct Plan - Growth,13.149,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-13,119775,Kotak Midcap Fund - Direct Plan - Growth,13.12,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-14,119775,Kotak Midcap Fund - Direct Plan - Growth,12.946,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-15,119775,Kotak Midcap Fund - Direct Plan - Growth,12.982,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-18,119775,Kotak Midcap Fund - Direct Plan - Growth,12.97,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-19,119775,Kotak Midcap Fund - Direct Plan - Growth,13.127,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-20,119775,Kotak Midcap Fund - Direct Plan - Growth,13.112,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-21,119775,Kotak Midcap Fund - Direct Plan - Growth,12.892,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-22,119775,Kotak Midcap Fund - Direct Plan - Growth,12.855,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-25,119775,Kotak Midcap Fund - Direct Plan - Growth,12.779,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-26,119775,Kotak Midcap Fund - Direct Plan - Growth,12.572,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-27,119775,Kotak Midcap Fund - Direct Plan - Growth,12.676,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-02-28,119775,Kotak Midcap Fund - Direct Plan - Growth,12.456,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-03-01,119775,Kotak Midcap Fund - Direct Plan - Growth,12.453,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-03-04,119775,Kotak Midcap Fund - Direct Plan - Growth,12.243,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-03-05,119775,Kotak Midcap Fund - Direct Plan - Growth,12.414,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-03-06,119775,Kotak Midcap Fund - Direct Plan - Growth,12.544,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-03-07,119775,Kotak Midcap Fund - Direct Plan - Growth,12.579,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-03-08,119775,Kotak Midcap Fund - Direct Plan - Growth,12.638,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-03-11,119775,Kotak Midcap Fund - Direct Plan - Growth,12.683,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-03-12,119775,Kotak Midcap Fund - Direct Plan - Growth,12.616,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-03-13,119775,Kotak Midcap Fund - Direct Plan - Growth,12.489,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-03-14,119775,Kotak Midcap Fund - Direct Plan - Growth,12.499,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-03-15,119775,Kotak Midcap Fund - Direct Plan - Growth,12.441,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-03-18,119775,Kotak Midcap Fund - Direct Plan - Growth,12.368,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-03-19,119775,Kotak Midcap Fund - Direct Plan - Growth,12.191,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-03-20,119775,Kotak Midcap Fund - Direct Plan - Growth,11.997,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-03-21,119775,Kotak Midcap Fund - Direct Plan - Growth,11.896,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-03-22,119775,Kotak Midcap Fund - Direct Plan - Growth,11.873,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-03-25,119775,Kotak Midcap Fund - Direct Plan - Growth,11.848,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-03-26,119775,Kotak Midcap Fund - Direct Plan - Growth,11.88,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-03-28,119775,Kotak Midcap Fund - Direct Plan - Growth,12.006,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-04-01,119775,Kotak Midcap Fund - Direct Plan - Growth,12.089,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-04-02,119775,Kotak Midcap Fund - Direct Plan - Growth,12.243,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-04-03,119775,Kotak Midcap Fund - Direct Plan - Growth,12.174,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-04-04,119775,Kotak Midcap Fund - Direct Plan - Growth,12.003,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-04-05,119775,Kotak Midcap Fund - Direct Plan - Growth,11.962,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-04-08,119775,Kotak Midcap Fund - Direct Plan - Growth,11.957,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-04-09,119775,Kotak Midcap Fund - Direct Plan - Growth,11.846,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-04-10,119775,Kotak Midcap Fund - Direct Plan - Growth,11.854,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-04-11,119775,Kotak Midcap Fund - Direct Plan - Growth,11.852,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-04-12,119775,Kotak Midcap Fund - Direct Plan - Growth,11.817,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-04-15,119775,Kotak Midcap Fund - Direct Plan - Growth,11.84,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-04-16,119775,Kotak Midcap Fund - Direct Plan - Growth,11.927,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-04-17,119775,Kotak Midcap Fund - Direct Plan - Growth,11.956,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-04-18,119775,Kotak Midcap Fund - Direct Plan - Growth,12.048,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-04-22,119775,Kotak Midcap Fund - Direct Plan - Growth,12.124,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-04-23,119775,Kotak Midcap Fund - Direct Plan - Growth,12.094,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-04-25,119775,Kotak Midcap Fund - Direct Plan - Growth,12.151,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-04-26,119775,Kotak Midcap Fund - Direct Plan - Growth,12.126,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-04-29,119775,Kotak Midcap Fund - Direct Plan - Growth,12.179,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-04-30,119775,Kotak Midcap Fund - Direct Plan - Growth,12.256,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-05-02,119775,Kotak Midcap Fund - Direct Plan - Growth,12.328,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-05-03,119775,Kotak Midcap Fund - Direct Plan - Growth,12.291,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-05-06,119775,Kotak Midcap Fund - Direct Plan - Growth,12.393,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-05-07,119775,Kotak Midcap Fund - Direct Plan - Growth,12.506,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-05-08,119775,Kotak Midcap Fund - Direct Plan - Growth,12.544,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-05-09,119775,Kotak Midcap Fund - Direct Plan - Growth,12.525,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-05-10,119775,Kotak Midcap Fund - Direct Plan - Growth,12.549,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-05-13,119775,Kotak Midcap Fund - Direct Plan - Growth,12.442,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-05-14,119775,Kotak Midcap Fund - Direct Plan - Growth,12.437,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-05-15,119775,Kotak Midcap Fund - Direct Plan - Growth,12.635,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-05-16,119775,Kotak Midcap Fund - Direct Plan - Growth,12.672,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-05-17,119775,Kotak Midcap Fund - Direct Plan - Growth,12.763,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-05-20,119775,Kotak Midcap Fund - Direct Plan - Growth,12.762,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-05-21,119775,Kotak Midcap Fund - Direct Plan - Growth,12.672,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-05-22,119775,Kotak Midcap Fund - Direct Plan - Growth,12.541,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-05-23,119775,Kotak Midcap Fund - Direct Plan - Growth,12.305,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-05-24,119775,Kotak Midcap Fund - Direct Plan - Growth,12.389,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-05-27,119775,Kotak Midcap Fund - Direct Plan - Growth,12.471,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-05-28,119775,Kotak Midcap Fund - Direct Plan - Growth,12.525,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-05-29,119775,Kotak Midcap Fund - Direct Plan - Growth,12.47,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-05-30,119775,Kotak Midcap Fund - Direct Plan - Growth,12.481,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-05-31,119775,Kotak Midcap Fund - Direct Plan - Growth,12.348,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-06-03,119775,Kotak Midcap Fund - Direct Plan - Growth,12.44,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-06-04,119775,Kotak Midcap Fund - Direct Plan - Growth,12.437,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-06-05,119775,Kotak Midcap Fund - Direct Plan - Growth,12.467,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-06-06,119775,Kotak Midcap Fund - Direct Plan - Growth,12.443,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-06-07,119775,Kotak Midcap Fund - Direct Plan - Growth,12.368,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-06-10,119775,Kotak Midcap Fund - Direct Plan - Growth,12.289,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-06-11,119775,Kotak Midcap Fund - Direct Plan - Growth,12.049,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-06-12,119775,Kotak Midcap Fund - Direct Plan - Growth,11.998,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-06-13,119775,Kotak Midcap Fund - Direct Plan - Growth,11.843,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-06-14,119775,Kotak Midcap Fund - Direct Plan - Growth,11.973,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-06-17,119775,Kotak Midcap Fund - Direct Plan - Growth,12.004,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-06-18,119775,Kotak Midcap Fund - Direct Plan - Growth,11.98,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-06-19,119775,Kotak Midcap Fund - Direct Plan - Growth,12.056,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-06-20,119775,Kotak Midcap Fund - Direct Plan - Growth,11.876,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-06-21,119775,Kotak Midcap Fund - Direct Plan - Growth,11.761,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-06-24,119775,Kotak Midcap Fund - Direct Plan - Growth,11.543,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-06-25,119775,Kotak Midcap Fund - Direct Plan - Growth,11.55,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-06-26,119775,Kotak Midcap Fund - Direct Plan - Growth,11.487,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-06-27,119775,Kotak Midcap Fund - Direct Plan - Growth,11.46,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-06-28,119775,Kotak Midcap Fund - Direct Plan - Growth,11.631,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-07-01,119775,Kotak Midcap Fund - Direct Plan - Growth,11.779,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-07-02,119775,Kotak Midcap Fund - Direct Plan - Growth,11.732,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-07-03,119775,Kotak Midcap Fund - Direct Plan - Growth,11.578,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-07-04,119775,Kotak Midcap Fund - Direct Plan - Growth,11.586,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-07-05,119775,Kotak Midcap Fund - Direct Plan - Growth,11.595,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-07-08,119775,Kotak Midcap Fund - Direct Plan - Growth,11.544,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-07-09,119775,Kotak Midcap Fund - Direct Plan - Growth,11.637,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-07-10,119775,Kotak Midcap Fund - Direct Plan - Growth,11.606,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-07-11,119775,Kotak Midcap Fund - Direct Plan - Growth,11.68,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-07-12,119775,Kotak Midcap Fund - Direct Plan - Growth,11.677,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-07-15,119775,Kotak Midcap Fund - Direct Plan - Growth,11.765,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-07-16,119775,Kotak Midcap Fund - Direct Plan - Growth,11.604,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-07-17,119775,Kotak Midcap Fund - Direct Plan - Growth,11.505,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-07-18,119775,Kotak Midcap Fund - Direct Plan - Growth,11.604,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-07-19,119775,Kotak Midcap Fund - Direct Plan - Growth,11.578,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-07-22,119775,Kotak Midcap Fund - Direct Plan - Growth,11.648,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-07-23,119775,Kotak Midcap Fund - Direct Plan - Growth,11.643,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-07-24,119775,Kotak Midcap Fund - Direct Plan - Growth,11.435,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-07-25,119775,Kotak Midcap Fund - Direct Plan - Growth,11.29,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-07-26,119775,Kotak Midcap Fund - Direct Plan - Growth,11.156,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-07-29,119775,Kotak Midcap Fund - Direct Plan - Growth,11.091,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-07-30,119775,Kotak Midcap Fund - Direct Plan - Growth,10.795,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-07-31,119775,Kotak Midcap Fund - Direct Plan - Growth,10.727,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-08-01,119775,Kotak Midcap Fund - Direct Plan - Growth,10.611,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-08-02,119775,Kotak Midcap Fund - Direct Plan - Growth,10.518,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-08-05,119775,Kotak Midcap Fund - Direct Plan - Growth,10.475,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-08-06,119775,Kotak Midcap Fund - Direct Plan - Growth,10.197,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-08-07,119775,Kotak Midcap Fund - Direct Plan - Growth,10.226,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-08-08,119775,Kotak Midcap Fund - Direct Plan - Growth,10.379,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-08-12,119775,Kotak Midcap Fund - Direct Plan - Growth,10.53,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-08-13,119775,Kotak Midcap Fund - Direct Plan - Growth,10.657,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-08-14,119775,Kotak Midcap Fund - Direct Plan - Growth,10.723,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-08-16,119775,Kotak Midcap Fund - Direct Plan - Growth,10.413,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-08-19,119775,Kotak Midcap Fund - Direct Plan - Growth,10.184,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-08-20,119775,Kotak Midcap Fund - Direct Plan - Growth,10.155,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-08-21,119775,Kotak Midcap Fund - Direct Plan - Growth,10.08,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-08-22,119775,Kotak Midcap Fund - Direct Plan - Growth,10.119,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-08-23,119775,Kotak Midcap Fund - Direct Plan - Growth,10.182,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-08-26,119775,Kotak Midcap Fund - Direct Plan - Growth,10.189,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-08-27,119775,Kotak Midcap Fund - Direct Plan - Growth,9.952,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-08-28,119775,Kotak Midcap Fund - Direct Plan - Growth,9.819,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-08-29,119775,Kotak Midcap Fund - Direct Plan - Growth,9.944,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-08-30,119775,Kotak Midcap Fund - Direct Plan - Growth,9.997,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-09-02,119775,Kotak Midcap Fund - Direct Plan - Growth,10.07,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-09-03,119775,Kotak Midcap Fund - Direct Plan - Growth,9.908,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-09-04,119775,Kotak Midcap Fund - Direct Plan - Growth,10.045,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-09-05,119775,Kotak Midcap Fund - Direct Plan - Growth,10.283,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-09-06,119775,Kotak Midcap Fund - Direct Plan - Growth,10.307,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-09-10,119775,Kotak Midcap Fund - Direct Plan - Growth,10.49,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-09-11,119775,Kotak Midcap Fund - Direct Plan - Growth,10.584,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-09-12,119775,Kotak Midcap Fund - Direct Plan - Growth,10.574,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-09-13,119775,Kotak Midcap Fund - Direct Plan - Growth,10.624,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-09-16,119775,Kotak Midcap Fund - Direct Plan - Growth,10.582,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-09-17,119775,Kotak Midcap Fund - Direct Plan - Growth,10.585,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-09-18,119775,Kotak Midcap Fund - Direct Plan - Growth,10.671,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-09-19,119775,Kotak Midcap Fund - Direct Plan - Growth,10.913,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-09-20,119775,Kotak Midcap Fund - Direct Plan - Growth,10.804,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-09-23,119775,Kotak Midcap Fund - Direct Plan - Growth,10.687,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-09-24,119775,Kotak Midcap Fund - Direct Plan - Growth,10.706,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-09-25,119775,Kotak Midcap Fund - Direct Plan - Growth,10.695,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-09-26,119775,Kotak Midcap Fund - Direct Plan - Growth,10.722,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-09-27,119775,Kotak Midcap Fund - Direct Plan - Growth,10.772,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-09-30,119775,Kotak Midcap Fund - Direct Plan - Growth,10.718,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-10-01,119775,Kotak Midcap Fund - Direct Plan - Growth,10.795,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-10-03,119775,Kotak Midcap Fund - Direct Plan - Growth,10.965,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-10-04,119775,Kotak Midcap Fund - Direct Plan - Growth,11.015,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-10-07,119775,Kotak Midcap Fund - Direct Plan - Growth,11.07,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-10-08,119775,Kotak Midcap Fund - Direct Plan - Growth,11.114,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-10-09,119775,Kotak Midcap Fund - Direct Plan - Growth,11.255,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-10-10,119775,Kotak Midcap Fund - Direct Plan - Growth,11.306,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
2013-10-11,119775,Kotak Midcap Fund - Direct Plan - Growth,11.36,Kotak Mahindra Mutual Fund,Equity Scheme - Mid Cap Fund
